OTU_ID,M9,M4,M8,M6,M7,M3,M2,M10,M1,M5,taxonomy
Prevotella_bryantii_AF396925,2,0,0,0,0,0,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_bryantii
Alistipes_timonensis_JF824799,1,0,0,0,0,2,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; Alistipes_timonensis
Clostridium_hathewayi_EF408243,1,20,2,0,1,2,0,0,0,9,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_hathewayi
OTU1515,0,0,0,0,1,0,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; OTU1515|NN=Barnesiella_intestinihominis_AB370251|D=86.5
Lactobacillus_vaginalis_GQ422709,2,1,0,0,1,0,0,0,0,1,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_vaginalis
Lactobacillus_delbrueckii_KF856612.1,9,5,0,8,20,1,12,0,0,0,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_delbrueckii
OTU1682,5,0,0,0,0,24,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU1682|NN=Oscillibacter_valericigenes_AB238598|D=91.1
Eubacterium_siraeum_EUBRRDV,1,0,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium_siraeum
Blautia_hansenii_JN713311,0,0,0,0,1,0,0,0,0,1,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia_hansenii
Eubacterium_hallii_EUBRRDR,20,4,0,3,2,9,49,0,0,0,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Eubacterium_hallii
Bacteroides_thetaiotaomicron_BNRRR16SB,0,0,0,0,0,1,2,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_thetaiotaomicron
Clostridium_citroniae_DQ279737,0,1,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; Lachnoclostridium_citroniae
Acetanaerobacterium_elongatum_AY487928,0,0,0,0,0,2,3,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Acetanaerobacterium; Acetanaerobacterium_elongatum
OTU1440,0,1,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; [Ruminococcus]; OTU1440|NN=Blautia_wexlerae_EF036467|D=93.1
Hespellia_porcina_AF445239,1,1,0,5,4,14,5,0,2,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Hespellia; Hespellia_porcina
OTU754,0,1,0,0,0,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU754|NN=Soleaferrea_massiliensis_JX101688|D=88.8
OTU1527,104,18,3,14,25,325,48,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU1527|NN=Oscillospira[Pseudoflavonifractor]_capillosus_AY136666|D=93.9
Haemophilus_haemolyticus_JN227753,5,1,0,1,0,0,0,0,7,4,Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Haemophilus; Haemophilus_haemolyticus
OTU1448,0,1,0,0,1,2,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1448|NN=Eubacterium_sulci_AJ006963|D=91.6
Intestinimonas_butyriciproducens_JX101685.1,39,4,210,59,24,100,35,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Intestinimonas; Intestinimonas_butyriciproducens
Helicobacter_winghamensis_AF246988,440,8,3,943,60,16,195,0,0,0,Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter; Helicobacter_winghamensis
Dorea_massiliensis_JX101687,68,743,0,34,563,67,6,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; Dorea_massiliensis
Prevotella_melaninogenica_AY323525,1,0,0,1,2,1,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_melaninogenica
Bacteroides_massiliensis_AY126616,5,2,11,0,6,0,0,0,0,7,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_massiliensis
OTU1337,18,0,0,0,0,0,0,0,0,0,Proteobacteria; Deltaproteobacteria; Desulfovibrionales; Desulfovibrionaceae; unclassified; OTU1337|NN=Desulfovibrio_desulfuricans_DVURRDA|D=89
Bacteroides_vulgatus_BNRRR16SA,0,2,6,0,0,0,0,0,7,1,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; Bacteroides_vulgatus
OTU974,1,0,0,1,2,4,2,0,0,0,Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU974|NN=Christensenella_minuta_AB490809|D=84.6
Anoxystipes_fissicatena_NR_104800.1,0,1,0,1,0,2,4,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anoxystipes; Anoxystipes_fissicatena
Enterococcus_saccharolyticus_ESU30931,0,0,48,0,0,0,1,0,7,0,Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus_saccharolyticus
Anoxystipes_contortum_NR_104803.1,52,120,2,89,232,67,15,0,13,10,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anoxystipes; Anoxystipes_contortum
Prevotella_stercorea_AB244774,5,1,2,10,42,29,8,4,2,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; Prevotella_stercorea
Fusobacterium_mortiferum_HG324078.1,0,0,0,0,0,1,0,0,0,0,Fusobacteria; Fusobacteriia; Fusobacteriales; Fusobacteriaceae; Fusobacterium; Fusobacterium_mortiferum
OTU976,2,1,1,1,2,1,1,0,0,1,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU976|NN=Eubacterium_sulci_AJ006963|D=91.7
Clostridium_irregulare_X73447,1,12,0,2,0,0,1,0,0,3,Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Asaccharospora; Asaccharospora_irregulare
Robinsoniella_peoriensis_AF445258,0,1,0,1,1,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Robinsoniella; Robinsoniella_peoriensis
Clostridium_chartatabidum_X71850,0,16,0,0,0,0,7,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_chartatabidum
Clostridium_acetobutylicum_AB595131,1,4,0,1,0,1,2,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_acetobutylicum
OTU622,0,0,0,2,5,2,8,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU622|NN=Clostridium_methylpentosum_Y18181|D=87.5
OTU970,0,0,0,0,4,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU970|NN=Catabacter_hongkongensis_AB671763|D=84.7
OTU1360,0,0,0,0,0,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1360|NN=Oscillospira[Flavonifractor]_plautii_Y18187|D=91.6
Ruminococcus_callidus_X85100,0,0,0,0,0,1,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus_callidus
Alistipes_onderdonkii_AB554231,0,0,0,0,0,0,0,0,1,1,Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; Alistipes_onderdonkii
Averyella_dalhousiensis_DQ481464,1,6,8,0,1,0,0,18,1,1,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Averyella; Averyella_dalhousiensis
Citrobacter_freundii_DQ294286,0,0,0,0,0,0,0,1,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Citrobacter; Citrobacter_freundii
OTU1379,0,0,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Oscillospiraceae; Oscillibacter; OTU1379|NN=Oscillibacter_valericigenes_AB238598|D=90.4
OTU617,0,0,0,1,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU617|NN=Clostridium_clariflavum_NR_102987.1|D=82.2
OTU1007,0,0,0,0,0,0,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1007|NN=Soleaferrea_massiliensis_JX101688|D=90.4
Barnesiella_intestinihominis_AB370251,45,0,0,4,7,9,5,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; Barnesiella_intestinihominis
Mitsuokella_jalaludinii_AF479674,1,0,0,0,0,0,0,0,0,0,Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Mitsuokella; Mitsuokella_jalaludinii
Agrococcus_jejuensis_AM396261,0,0,0,0,1,0,2,0,0,0,Actinobacteria; Actinobacteria; Actinomycetales; Microbacteriaceae; Agrococcus; Agrococcus_jejuensis
OTU471,142,136,0,207,170,72,267,0,246,339,Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; unclassified; OTU471|NN=Clostridium_lituseburense_CLORR16SC|D=96.6
OTU470,0,0,0,0,0,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU470|NN=Soleaferrea_massiliensis_JX101688|D=87.5
OTU473,0,0,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU473|NN=Clostridium_sporosphaeroides_CLORR16SAD|D=91.6
OTU472,1,0,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Pseudobutyrivibrio; OTU472|NN=Roseburia_hominis_AB661434|D=92.8
OTU475,5,0,0,1,0,1,2,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU475|NN=Anoxystipes_fissicatena_NR_104800.1|D=92
OTU474,4,0,0,35,31,6,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU474|NN=Anaerotruncus_colihominis_DQ002932|D=89.2
OTU477,0,0,0,0,0,0,0,1,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Erwinia; OTU477|NN=Citrobacter_farmeri_FN433034|D=96.6
OTU476,0,0,0,1,2,16,0,0,0,0,Proteobacteria; Alphaproteobacteria; RF32; unclassified; unclassified; OTU476|NN=Mesorhizobium_loti_RLU50164|D=81.8
Lactococcus_lactis_AM944595,0,0,0,0,0,0,1,1,0,0,Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Lactococcus; Lactococcus_lactis
OTU478,2,27,0,0,3364,0,1,0,0,1,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Butyricicoccus; OTU478|NN=Butyricicoccus_pullicaecorum_EU410376|D=91.9
OTU1233,1,0,0,2,4,4,3,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1233|NN=Dorea_massiliensis_JX101687|D=93.9
OTU1232,1,1,0,0,1,0,0,0,0,0,Firmicutes; Bacilli; Bacillales; Paenibacillaceae; Paenibacillus; OTU1232|NN=Paenibacillus_provencensis_EF212893|D=91.4
OTU773,0,0,0,0,3,0,0,0,0,0,Proteobacteria; Alphaproteobacteria; RF32; unclassified; unclassified; OTU773|NN=Roseomonas_mucosa_AF538712|D=81.2
OTU1237,0,0,0,1,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU1237|NN=Anaerostipes_rhamnosus|D=88.5
OTU1236,1,0,0,1,0,4,2,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU1236|NN=Oscillospira[Pseudoflavonifractor]_capillosus_AY136666|D=92.4
OTU578,2,1,0,0,0,2,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU578|NN=Clostridium_lactatifermentans_AY033434|D=86.3
OTU579,1,0,0,0,0,0,1,0,0,0,Firmicutes; Negativicutes; Selenomonadales; Acidaminococcaceae; Phascolarctobacterium; OTU579|NN=Phascolarctobacterium_faecium_X72867|D=93.9
Rhodococcus_equi_FJ999575,0,0,0,0,0,1,0,0,0,0,Actinobacteria; Actinobacteria; Actinomycetales; Nocardiaceae; Rhodococcus; Rhodococcus_equi
OTU570,4,0,0,1,3,2,2,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU570|NN=Ruminococcus_gauvreauii_EF529620|D=91.2
OTU571,0,0,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; OTU571|NN=Blautia_wexlerae_EF036467|D=94
Blautia_glucerasea_AB588023,2,459,0,137,61,5,1,0,1,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia_glucerasea
Coprococcus[Bacteroides]_galacturonicus_DQ497994,1,0,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; Coprococcus_galacturonicus
OTU1686,0,1,0,0,2,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; OTU1686|NN=Blautia_faecis_HM626178|D=96.2
Clostridium_fallax_CLORR16SV,0,11,0,2,0,0,4,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_fallax
OTU729,0,11,0,0,0,0,0,0,0,2,Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Erysipelatoclostridium; OTU729|NN=Clostridium_innocuum_CLOIRGNA|D=96.9
OTU752,10,7,0,2,2,9,2,0,1,13,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU752|NN=Clostridium_symbiosum_CLORR16SAA|D=95.6
Streptococcus_parauberis_AF284579,1,0,0,0,0,0,0,0,0,1,Firmicutes; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus_parauberis
Clostridium_hiranonis_JN713315,14,8,0,17,24,5,17,0,10,17,Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Clostridium; Clostridium_hiranonis
OTU979,16,1,0,0,5,3,0,0,140,212,Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; OTU979|NN=Veillonella_ratti_AB639142|D=96.5
OTU481,0,0,0,1,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU481|NN=Clostridium_lactatifermentans_AY033434|D=85.5
Flexispira_rappini_AF034135,28,1,0,39,5,2,3,0,0,0,Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Flexispira; Flexispira_rappini
OTU610,0,1,357,0,1,0,0,1046,3,5,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Erwinia; OTU610|NN=Enterobacter_cancerogenus_JN644583|D=96.4
OTU204,0,0,0,0,0,0,0,1,0,0,Proteobacteria; Betaproteobacteria; Burkholderiales; Comamonadaceae; Comamonas; OTU204|NN=Comamonas_kerstersii_AJ430348|D=94.6
OTU977,0,0,0,0,42,0,5,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU977|NN=Ruminococcus_flavefaciens_AY349157|D=89.2
OTU202,0,5,0,1,0,3,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU202|NN=Clostridium_clariflavum_NR_102987.1|D=78.7
OTU614,32,33,0,4,13,9,17,0,5,11,Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; OTU614|NN=Barnesiella_intestinihominis_AB370251|D=85.8
OTU972,0,3,0,2,1,1,0,0,0,0,Actinobacteria; Actinobacteria; Coriobacteriales; Coriobacteriaceae; Gordonibacter; OTU972|NN=Gordonibacter_pamelaeae_AB566419|D=95.8
Peptostreptococcus_anaerobius_AB640688,9,0,0,1,0,9,0,0,0,1,Firmicutes; Clostridia; Clostridiales; Peptostreptococcaceae; Peptostreptococcus; Peptostreptococcus_anaerobius
OTU1683,1,0,0,0,0,2,4,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU1683|NN=Ruminococcus_bromii_DQ882649|D=90
Faecalibacterium_prausnitzii_X85022,1,1,25,1,0,2,2,2,0,1,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Faecalibacterium; Faecalibacterium_prausnitzii
Enterococcus_faecium_AJ301830,0,0,0,0,1,0,0,0,0,0,Firmicutes; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus; Enterococcus_faecium
Actinomyces_oris_AB545935,162,6,3,6,7,3,24,0,1,13,Actinobacteria; Actinobacteria; Actinomycetales; Actinomycetaceae; Actinomyces; Actinomyces_oris
Melainabacter_A1,0,0,0,0,3,1,0,0,0,0,Cyanobacteria[Melainabacteria]; [Melainabacteria]; [Melainabacteriales]; [Melainabacteriaceae]; [Melainabacter]; [Melainabacter_A1]
Yokenella_regensburgei_JN175339,0,35,2422,0,0,1,0,8861,10,24,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Yokenella; Yokenella_regensburgei
OTU1305,0,0,32,0,1,0,0,68,2,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; unclassified; OTU1305|NN=Citrobacter_murliniae_AF025369|D=95.3
Anaerostipes_butyraticus_AB616134,866,68,11,53,103,612,73,2,1,4,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; Anaerostipes_butyraticus
OTU1306,0,0,1,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; OTU1306|NN=Roseburia_inulinivorans_AJ270474|D=96.8
OTU1301,0,0,0,0,0,3,0,0,0,0,Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU1301|NN=Christensenella_minuta_AB490809|D=83.8
Raoultella_planticola_AF181574,0,0,109,0,0,0,0,337,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Raoultella; Raoultella_planticola
OTU688,1,6,0,7,4,1,28,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU688|NN=Clostridium_tertium_JX267105|D=95.8
OTU689,0,2,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; unclassified; OTU689|NN=Clostridium_clariflavum_NR_102987.1|D=78.8
Oscillospira[Flavonifractor]_plautii_Y18187,10,1323,6221,4,7,49,13,0,81,20,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; Oscillospira_plautii
Citrobacter_werkmanii_FJ581027,0,1,3,0,0,0,0,1,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Citrobacter; Citrobacter_werkmanii
OTU721,0,0,0,0,1,0,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Rikenellaceae; Alistipes; OTU721|NN=Alistipes_putredinis_AB554232|D=94.4
OTU371,8,8,4,5,9,85,27,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Oscillospira; OTU371|NN=Oscillospira[Pseudoflavonifractor]_capillosus_AY136666|D=92.5
OTU1689,1,0,0,3,6,0,1,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Candidatus Soleaferrea; OTU1689|NN=Soleaferrea_massiliensis_JX101688|D=88.9
OTU273,2,1,0,0,6,2,2,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU273|NN=Clostridium_populeti_X71853|D=90.5
OTU486,0,0,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU486|NN=Christensenella_minuta_AB490809|D=83.7
OTU270,1,2,0,21,53,1,2,0,0,1,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; OTU270|NN=Dorea_massiliensis_JX101687|D=94.1
Ruminococcus_gnavus_JN713312,492,2,0,16,21,135,160,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; Blautia_gnavus
Sutterella_stercoricanis_AJ566849,0,0,0,2,769,2,0,0,0,0,Proteobacteria; Betaproteobacteria; Burkholderiales; Sutterellaceae; Sutterella; Sutterella_stercoricanis
OTU257,0,0,0,5,4,0,25,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU257|NN=Ruminococcus_flavefaciens_AY349157|D=93.2
OTU101,0,0,0,0,0,1,1,0,1,0,Firmicutes; Clostridia; Clostridiales; Christensenellaceae; Christensenella; OTU101|NN=Christensenella_minuta_AB490809|D=86.7
OTU100,0,0,0,0,0,0,0,0,1,0,Firmicutes; Clostridia; Clostridiales; [Mogibacteriaceae]; unclassified; OTU100|NN=Eubacterium_saphenum_GU427005|D=91
OTU103,0,0,0,0,1,0,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU103|NN=Prevotella_oralis_AY323522|D=89.1
OTU102,2,0,0,0,0,0,0,0,0,0,Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Candidatus Stoquefichus; OTU102|NN=Stoquefichus_massiliensis_JX101690|D=96.7
OTU174,3,2,0,6,1,6,2,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU174|NN=Anoxystipes_fissicatena_NR_104800.1|D=92.4
OTU713,4,7,0,0,2,4,2,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; OTU713|NN=Anoxystipes_fissicatena_NR_104800.1|D=96.2
OTU108,0,0,0,6,6,4,7,0,0,0,Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU108|NN=Christensenella_minuta_AB490809|D=83.5
Lactobacillus_jensenii_EU559601,826,284,0,109,521,19,150,0,16,6,Firmicutes; Bacilli; Lactobacillales; Lactobacillaceae; Lactobacillus; Lactobacillus_jensenii
OTU295,0,0,0,3,5,1,0,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Prevotellaceae; Prevotella; OTU295|NN=Prevotella_copri_AB064923|D=88.5
Holdemania_filiformis_Y11466,0,0,0,0,0,0,1,0,0,0,Firmicutes; Erysipelotrichia; Erysipelotrichales; Erysipelotrichaceae; Holdemania; Holdemania_filiformis
Parabacteroides_merdae_AB238928,1,3,16,1,0,1,0,64,0,1,Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Parabacteroides; Parabacteroides_merdae
OTU291,0,0,0,11,4,2,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU291|NN=Lactonifactor_longoviformis_NR_043551.1|D=93.2
OTU293,5,0,0,3,0,5,24,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; OTU293|NN=Clostridium_glycyrrhizinilyticum_AB233029|D=91.2
OTU1742,0,2,0,0,2,2,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Dorea; OTU1742|NN=Dorea_massiliensis_JX101687|D=95
Ruminococcus_bromii_DQ882649,0,1,0,17,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Ruminococcus_bromii
OTU331,1,0,0,2,1,0,1,0,0,1,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; OTU331|NN=Blautia_coccoides_EF025906|D=93.2
OTU1749,0,4,0,1,0,1,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; OTU1749|NN=Eubacterium_sulci_AJ006963|D=91
OTU1748,0,1,1,0,0,0,0,0,0,1,Bacteroidetes; Bacteroidia; Bacteroidales; Bacteroidaceae; Bacteroides; OTU1748|NN=Bacteroides_xylanisolvens_AB510713|D=94.8
OTU1300,0,0,0,0,7,12,23,0,0,0,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; OTU1300|NN=Clostridium_clariflavum_NR_102987.1|D=78.2
OTU1191,0,0,1,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnoclostridium; OTU1191|NN=Clostridium_symbiosum_CLORR16SAA|D=93.3
Gordonia_rubripertincta_X80632,0,0,1,0,0,0,0,0,0,0,Actinobacteria; Actinobacteria; Actinomycetales; Gordoniaceae; Gordonia; Gordonia_rubripertincta
OTU1669,1,1,0,2,0,4,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; unclassified; OTU1669|NN=Clostridium_glycyrrhizinilyticum_AB233029|D=92.2
OTU1666,0,0,1,0,0,0,0,0,0,0,Actinobacteria; Actinobacteria; Actinomycetales; Intrasporangiaceae; Janibacter; OTU1666|NN=Janibacter_limosus_KC178600|D=96.2
OTU1665,1,0,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; unclassified; OTU1665|NN=Intestinimonas_butyriciproducens_JX101685.1|D=86.9
OTU1662,0,0,0,0,1,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU1662|NN=Christensenella_minuta_AB490809|D=85.6
Neisseria_perflava_HF558366,0,0,0,0,2,1,1,0,0,0,Proteobacteria; Betaproteobacteria; Neisseriales; Neisseriaceae; Neisseria; Neisseria_perflava
OTU1158,0,0,1,0,0,0,0,2,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; unclassified; OTU1158|NN=Citrobacter_farmeri_FN433034|D=96.9
OTU1013,0,0,0,2,0,10,2,0,0,0,Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU1013|NN=Catabacter_hongkongensis_AB671763|D=84.2
OTU1012,0,1,0,0,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Blautia; OTU1012|NN=Blautia_wexlerae_EF036467|D=92.8
Ureibacillus_suwonensis_AY850379,5,0,0,0,4,0,0,0,0,0,Firmicutes; Bacilli; Bacillales; Planococcaceae; Ureibacillus; Ureibacillus_suwonensis
Veillonella_dispar_GQ422726,2,5,0,0,0,0,0,0,2,4,Firmicutes; Negativicutes; Selenomonadales; Veillonellaceae; Veillonella; Veillonella_dispar
OTU197,1,0,0,0,0,26,3,0,0,0,Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; OTU197|NN=Ruminococcus_albus_AY445596|D=93.7
Clostridium_cadaveris_AB542932,81,1449,2,451,70,23,1284,0,1,3,Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Clostridium_cadaveris
OTU1154,0,0,1,0,0,0,0,6,0,0,Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; Proteus; OTU1154|NN=Proteus_mirabilis_HQ407312|D=96.5
OTU193,1,0,0,1,0,1,1,0,0,0,Bacteroidetes; Bacteroidia; Bacteroidales; Porphyromonadaceae; Barnesiella; OTU193|NN=Barnesiella_intestinihominis_AB370251|D=85.1
OTU1156,0,0,0,3,3,1,2,0,0,0,Firmicutes; Clostridia; Clostridiales; unclassified; unclassified; OTU1156|NN=Catabacter_hongkongensis_AB671763|D=83.9
OTU191,2,0,0,1,0,0,0,0,0,0,Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Roseburia; OTU191|NN=Roseburia_hominis_AB661434|D=94.9
